poř.,titul,titul orig.,distributor,formát,premiéra,produkce,předst.,diváci,tržby,předst._celkem,diváci_celkem,tržby_celkem,rok,předst,předst_celkem,číslo,úprava,kopií,čisté tržby,pořadí,český název,orig. název,země,diváků,čistá tržba,titul cz,titul orig,prod
22,Gulliverovy cesty,Gulliver's Travels,Bontonfilm,,2011-01-20 00:00:00,US,,114722,13619001,,,,2011,5018,,,,,,,,,,,,,,
23,Rychle a zběsile 5,Fast Five,Bontonfilm,,2011-05-05 00:00:00,US,,110349,12490326,,,,2011,3860,,,,,,,,,,,,,,
24,Alois Nebel,Alois Nebel,Aerofilms,,2011-09-29 00:00:00,CZ,,103195,9839769,,,,2011,2747,,,,,,,,,,,,,,
25,Fotři jsou lotři,Little Fockers,Bontonfilm,,2010-12-23 00:00:00,US,,100188,11348978,,,,2011,4408,,,,,,,,,,,,,,
26,Tintinova dobrodružství ,Adventures of Tintin: Secret of the Unicorn,Falcon,,2011-10-27 00:00:00,US,,99275,12760614,,,,2011,5350,,,,,,,,,,,,,,
27,Pařba v Bangkoku,"Hangover, The -Part II",Warner Bros,,2011-06-09 00:00:00,US,,99172,11614406,,,,2011,4537,,,,,,,,,,,,,,
28,Hon na čarodějnice,Season of the Witch,Hollywood,,2011-01-13 00:00:00,US,,98165,11453912,,,,2011,3582,,,,,,,,,,,,,,
29,Občanský průkaz,Občanský průkaz,Falcon,,2010-10-21 00:00:00,CZ,,97710,8180844,,,,2011,2561,,,,,,,,,,,,,,
30,Johnny English  se vrací,Johnny English Reborn,Bontonfilm,,2011-10-13 00:00:00,US,,97671,11183679,,,,2011,3359,,,,,,,,,,,,,,
31,Thor,Thor,Bontonfilm,,2011-04-28 00:00:00,US,,88590,11895309,,,,2011,4909,,,,,,,,,,,,,,
32,Cizinec,"Tourist, the",Falcon,,2011-01-27 00:00:00,US,,83660,9913896,,,,2011,3799,,,,,,,,,,,,,,
33,Fimfárum - Do třetice všeho dobrého,Fimfárum - Do třetice všeho dobrého,Bioscop/Magic Box,,2011-02-10 00:00:00,CZ,,73224,7362875,,,,2011,3698,,,,,,,,,,,,,,
34,Zrození Planety opic,Rise of the Planet of the Apes,Bontonfilm,,2011-08-11 00:00:00,US,,66149,7660103,,,,2011,3178,,,,,,,,,,,,,,
35,Válka bohů,Immortals,Hollywood,,2011-11-24 00:00:00,US,,66127,9622266,,,,2011,3201,,,,,,,,,,,,,,
36,Pan Popper a jeho tučňáci,Mr. Popper's Penguins,Bontonfilm,,2011-06-23 00:00:00,US,,65725,6729744,,,,2011,3445,,,,,,,,,,,,,,
37,Harry Potter a relikvie smrti - 1.část,Harry Potter and the Deathly Hallows: Part I,Warner Bros,,2010-11-18 00:00:00,US,,62397,5712315,,,,2011,2438,,,,,,,,,,,,,,
38,Gnomeo & Julie,Gnomeo & Juliet,Hollywood,,2011-02-17 00:00:00,US,,62035,7243910,,,,2011,3553,,,,,,,,,,,,,,
39,Letopisy Narnie: Plavba Jitřního poutníka,"Chronicles of Narnia, The: The Voyage of the Dawn Treader",Bontonfilm,,2010-12-09 00:00:00,US,,56426,5941102,,,,2011,3017,,,,,,,,,,,,,,
40,Zkus mě rozesmát,Just Go With It,Falcon,,2011-04-14 00:00:00,US,,56195,6687413,,,,2011,2776,,,,,,,,,,,,,,
41,Půlnoc v Paříži,Midnight in Paris,Bioscop/Magic Box,,2011-09-22 00:00:00,SP,,54748,5851653,,,,2011,1422,,,,,,,,,,,,,,
42,Tři mušketýři,"Three Musketeers,The",Hollywood,,2011-10-20 00:00:00,GER,,53174,7263514,,,,2011,3277,,,,,,,,,,,,,,
43,Bastardi 2,Bastardi 2,Pegasfilm,,2011-10-27 00:00:00,CZ,,52610,5567715,,,,2011,1157,,,,,,,,,,,,,,
44,X-Men: První třída,X-Men: First Class,Bontonfilm,,2011-06-02 00:00:00,US,,52425,6128076,,,,2011,2762,,,,,,,,,,,,,,
45,Vyměřený čas,In Time,Bontonfilm,,2011-11-03 00:00:00,US,,51744,6067996,,,,2011,2154,,,,,,,,,,,,,,
46,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,Bontonfilm,,2011-12-15 00:00:00,US,,51483,6259870,,,,2011,2263,,,,,,,,,,,,,,
47,Zkažená úča,Bad Teacher,Falcon,,2011-07-28 00:00:00,US,,51031,5990031,,,,2011,2291,,,,,,,,,,,,,,
48,Hranaři,Hranaři,Falcon,,2011-12-01 00:00:00,CZ,,50668,6065593,,,,2011,2276,,,,,,,,,,,,,,
49,CZECH-MADE-MAN,CZECH-MADE-MAN,Falcon,,2011-04-28 00:00:00,CZ,,49553,5608980,,,,2011,3500,,,,,,,,,,,,,,
50,Odcházení,Odcházení,Bontonfilm,,2011-03-24 00:00:00,CZ,,48900,4515616,,,,2011,3171,,,,,,,,,,,,,,
1,Ženy v pokušení,Ženy v pokušení,Falcon,,2010-03-18 00:00:00,CZ,,1232299,123812944,,1232299,123812944,2010,16895,16895,F10006,0 /76,,,,,,,,,,,
2,Avatar,Avatar,Bontonfilm,,2009-12-17 00:00:00,US,,954108,141162461,,1329841,195056119,2010,12078,14933,L09054,D /44,,,,,,,,,,,
3,Kajínek,Kajínek,Hollywood,,2010-08-05 00:00:00,CZ,,790792,83495208,,790792,83495208,2010,10285,10285,H10017,0 /33,,,,,,,,,,,
4,Harry Potter a relikvie smrti - 1.část,Harry Potter and the Deathly Hallows: Part I,Warner Bros,,2010-11-18 00:00:00,US,,649089,65664717,,649089,65664717,2010,8309,8309,W10009,D /44,,,,,,,,,,,
5,Shrek: Zvonec a konec,Shrek Forever After,Bontonfilm,,2010-07-15 00:00:00,US,,615662,76733367,,615662,76733367,2010,11827,11827,L10023,D /99,,,,,,,,,,,
6,Román pro muže,Román pro muže,Bontonfilm,,2010-09-23 00:00:00,CZ,,484625,52041125,,484625,52041125,2010,9237,9237,L10031,0 /76,,,,,,,,,,,
7,Alenka v říši divů,Alice in Wonderland,Falcon,,2010-03-04 00:00:00,US,,405491,53018732,,405491,53018732,2010,8587,8587,F10005,D /49,,,,,,,,,,,
8,Doktor od Jezera hrochů,Doktor od Jezera hrochů,Falcon,,2010-02-25 00:00:00,CZ,,358620,34900445,,358620,34900445,2010,7532,7532,F10003,0 /77,,,,,,,,,,,
9,Kuky se vrací,Kuky se vrací,Falcon,,2010-05-20 00:00:00,CZ,,335824,30124418,,335824,30124418,2010,9508,9508,F10012,0 /09,,,,,,,,,,,
10,Počátek,Inception,Warner Bros,,2010-07-22 00:00:00,US,,328254,37497295,,328254,37497295,2010,6335,6335,W10005,T /14,,,,,,,,,,,
11,Občanský průkaz,Občanský průkaz,Falcon,,2010-10-21 00:00:00,CZ,,326858,33905750,,326858,33905750,2010,6759,6759,F10022,0 /11,,,,,,,,,,,
12,Twilight Saga: Zatmění,"Twilight Saga: Eclipse, The",SPI,,2010-07-01 00:00:00,US,,262171,31054174,,262171,31054174,2010,5824,5824,P10008,T /46,,,,,,,,,,,
13,Jak vycvičit draka,How to Train Your Dragon,Bontonfilm,,2010-04-01 00:00:00,US,,253185,30908747,,253185,30908747,2010,7223,7223,L10010,D /04,,,,,,,,,,,
14,Souboj Titánů,Clash of the Titans,Warner Bros,,2010-04-15 00:00:00,US,,249002,36007629,,249002,36007629,2010,5989,5989,W10003,T /24,,,,,,,,,,,
15,Sherlock Holmes,Sherlock Holmes,Warner Bros,,2010-01-14 00:00:00,BR,,195588,22105558,,195588,22105558,2010,4549,4549,W10001,T /32,,,,,,,,,,,
16,Toy Story 3: Příběh hraček,Toy Story 3,Falcon,,2010-06-17 00:00:00,US,,188458,21547494,,188458,21547494,2010,7323,7323,F10015,D /00,,,,,,,,,,,
17,Kawasakiho růže,Kawasakiho růže,Bontonfilm,,2009-12-21 00:00:00,CZ,,157991,14895432,,162138,15236313,2010,4890,4929,L09055,0 /11,,,,,,,,,,,
18,Dešťová víla,Dešťová víla,Bioscop/Magic Box,,2010-02-11 00:00:00,CZ,,152443,10910913,,152443,10910913,2010,3962,3962,D10002,0 /99,,,,,,,,,,,
19,Sex ve městě 2,Sex and the City 2,Warner Bros,,2010-06-03 00:00:00,US,,148018,16581918,,148018,16581918,2010,4445,4445,W10004,T /67,,,,,,,,,,,
20,Princ z Persie: Písky času,Prince of Persia: Sands of Time,Falcon,,2010-05-27 00:00:00,US,,141967,15454253,,141967,15454253,2010,6532,6532,F10013,T /24,,,,,,,,,,,
21,"Já, padouch",Despicable Me,Bontonfilm,,2010-10-21 00:00:00,US,,140074,17036912,,140074,17036912,2010,4738,4738,L10036,D /70,,,,,,,,,,,
22,Habermannův mlýn,Habermannův mlýn,Bontonfilm,,2010-10-07 00:00:00,CZ,,130858,13721947,,130858,13721947,2010,4274,4274,L10033,0 /11,,,,,,,,,,,
23,Alvin a Chipmunkové 2,Alvin and the Chipmunks: The Squeakquel,Bontonfilm,,2009-12-24 00:00:00,US,,124186,10710740,,153377,13698258,2010,3812,4405,L09056,D /78,,,,,,,,,,,
24,Katka,Katka,Aerofilms,,2010-02-25 00:00:00,CZ,,117611,7072154,,117611,7072154,2010,1569,1569,A10002,0 /00,,,,,,,,,,,
25,Robin Hood,Robin Hood,Bontonfilm,,2010-05-13 00:00:00,US,,110856,12072037,,110856,12072037,2010,4105,4105,L10016,T /26,,,,,,,,,,,
26,Nějak se to komplikuje,It's Complicated,Bontonfilm,,2010-01-21 00:00:00,US,,105173,11509072,,105173,11509072,2010,3309,3309,L10001,T /76,,,,,,,,,,,
27,Čarodějův učeň,"Sorcerer's Apprentice, The",Falcon,,2010-08-19 00:00:00,US,,103023,11090838,,103023,11090838,2010,4844,4844,F10017,T /42,,,,,,,,,,,
28,Let's Dance 3D,Step Up 3-D,SPI,,2010-09-02 00:00:00,US,,101175,15216537,,101175,15216537,2010,4163,4163,P10009,T /81,,,,,,,,,,,
29,Letopisy Narnie: Plavba Jitřního poutníka,"Chronicles of Narnia, The: The Voyage of the Dawn Treader",Bontonfilm,,2010-12-09 00:00:00,US,,97195,12826639,,97195,12826639,2010,3014,3014,L10042,D /49,,,,,,,,,,,
30,"Jíst, meditovat, milovat","Eat, Pray, Love",Falcon,,2010-10-14 00:00:00,US,,90631,10667393,,90631,10667393,2010,3317,3317,F10021,T /11,,,,,,,,,,,
31,Expendables - Postradatelní,"Expendables, The",Hollywood,,2010-08-19 00:00:00,US,,88590,10216465,,88590,10216465,2010,3514,3514,H10018,T /23,,,,,,,,,,,
32,Prokletý ostrov,Shutter Island,Bontonfilm,,2010-02-25 00:00:00,US,,86518,9699622,,86518,9699622,2010,2950,2950,L10007,T /14,,,,,,,,,,,
33,Predátoři,Predators,Bontonfilm,,2010-07-08 00:00:00,US,,83510,9291844,,83510,9291844,2010,3357,3357,L10022,T /42,,,,,,,,,,,
34,Mamas & Papas,Mamas & Papas,Falcon,,2010-04-15 00:00:00,CZ,,82654,8513970,,82654,8513970,2010,3984,3984,F10008,0 /11,,,,,,,,,,,
35,Bastardi,Bastardi,Pegasfilm,,2010-10-28 00:00:00,CZ,,79189,8537834,,79189,8537834,2010,1750,1750,G10003,0 /11,,,,,,,,,,,
36,Iron Man 2,Iron Man 2,Bontonfilm,,2010-04-29 00:00:00,US,,79159,8640780,,79159,8640780,2010,3576,3576,L10013,D /24,,,,,,,,,,,
37,Sammyho dobrodružství,Sammy's avonturen: De geheime doorgang,SPI,,2010-09-09 00:00:00,BEL,,78622,9741232,,78622,9741232,2010,2578,2578,P10011,D /90,,,,,,,,,,,
38,Poslední vládce větru,"Last Airbender, The",Bontonfilm,,2010-08-19 00:00:00,US,,78191,10536875,,78191,10536875,2010,3496,3496,L10028,D /24,,,,,,,,,,,
39,Jako kočky a psi: Pomsta prohnané Kitty,Cats & Dogs: The Revenge of Kitty Galore,Warner Bros,,2010-08-12 00:00:00,US,,75753,11038898,,75753,11038898,2010,1989,1989,W10006,D /74,,,,,,,,,,,
40,Tacho,Tacho,Film Europe,,2010-12-02 00:00:00,CZ,,71807,5445876,,71807,5445876,2010,2896,2896,P10015,0 /71,,,,,,,,,,,
41,Planeta 51,Planeta 51,Intersonic,,2010-01-14 00:00:00,US,,71271,6487834,,71271,6487834,2010,2749,2749,T10001,D /04,,,,,,,,,,,
42,Mikulášovy patálie,"Petit Nicolas, Le",35 mm,,2009-12-10 00:00:00,FR,,70054,3878433,,118782,7136316,2010,1570,2793,H09022,D /79,,,,,,,,,,,
43,Percy Jackson: Zloděj blesku,Percy Jackson & the Olympians: The Lightning Thief,Bontonfilm,,2010-02-11 00:00:00,CN,,67715,6381406,,67715,6381406,2010,2754,2754,L10005,D /74,,,,,,,,,,,
44,Legenda o sovích strážcích,Legend of the Guardians,Warner Bros,,2010-10-14 00:00:00,US,,66849,9921804,,66849,9921804,2010,2211,2211,W10008,D /06,,,,,,,,,,,
45,Saw 3D,Saw 3D,Hollywood,,2010-11-04 00:00:00,US,,64606,10338408,,64606,10338408,2010,1648,1648,H10330,T /44,,,,,,,,,,,
46,Resident Evil: Afterlife 4,Resident Evil: Afterlife,Falcon,,2010-09-23 00:00:00,US,,62708,9733931,,62708,9733931,2010,3008,3008,F10020,T /24,,,,,,,,,,,
47,StreetDance 3D,StreetDance 3D,Bontonfilm,,2010-05-27 00:00:00,US,,59925,8817945,,59925,8817945,2010,2200,2200,L10017,D /86,,,,,,,,,,,
48,Lítám v tom,Up in the Air,Bontonfilm,,2010-01-28 00:00:00,US,,58353,6680509,,58353,6680509,2010,2294,2294,L10002,T /71,,,,,,,,,,,
49,Princezna a žabák,"Princess and the Frog, The",Falcon,,2009-12-24 00:00:00,US,,56900,4354073,,67368,5388018,2010,2685,3324,F09031,D /90,,,,,,,,,,,
50,Imaginárium dr. Parnasse,"Imaginarium of Doctor Parnassus, The",Hollywood,,2010-01-21 00:00:00,BR,,56029,5832007,,56029,5832007,2010,1567,1567,H10001,T /24,,,,,,,,,,,
1,Líbáš jako bůh,Líbáš jako bůh,Falcon,,2009-02-12 00:00:00,CZ,,904589,,,,,2009,13095,,,,46,89850536,,,,,,,,,
2,Doba ledová 3: Úsvit dinosaurů 3D,Ice Age: Dawn of the Dinosaurs 3D,Bontonfilm,,2009-07-02 00:00:00,US,,852067,,,,,2009,14347,,,,36,97600155,,,,,,,,,
3,Harry Potter a Princ dvojí krve,Harry Potter and the Half-Blood Prince,Warner Bros,,2009-07-16 00:00:00,US,,684247,,,,,2009,9595,,,,51,71045398,,,,,,,,,
4,Avatar 3D,Avatar 3D,Bontonfilm,,2009-12-17 00:00:00,US,,375733,,,,,2009,2855,,,,30,53893658,,,,,,,,,
5,2 Bobule,2 Bobule,Bioscop/Magic Box,,2009-10-22 00:00:00,CZ,,357373,,,,,2009,6659,,,,46,35639026,,,,,,,,,
6,Andělé a démoni,Angels & Demons,Falcon,,2009-05-14 00:00:00,US,,308144,,,,,2009,6932,,,,49,34166600,,,,,,,,,
7,Michael Jackson's This Is It,Michael Jackson's This Is It,Falcon,,2009-10-29 00:00:00,US,,291505,,,,,2009,5043,,,,46,33368806,,,,,,,,,
8,Peklo s princeznou,Peklo s princeznou,Bioscop/Magic Box,,2009-01-29 00:00:00,CZ,,269593,,,,,2009,5522,,,,35,20644324,,,,,,,,,
9,2012,2012,Falcon,,2009-11-12 00:00:00,US,,260202,,,,,2009,4808,,,,50,27015486,,,,,,,,,
10,Hanebný pancharti,Inglourious Basterds,Bontonfilm,,2009-08-27 00:00:00,US,,247017,,,,,2009,5208,,,,33,26009451,,,,,,,,,
11,Sněženky a machři po 25 letech,Sněženky a machři po 25 letech,Falcon,,2008-12-18 00:00:00,CZ,,246153,,,,,2009,5399,,,,44,23427397,,,,,,,,,
12,Vzhůru do oblak 3D,Up 3D,Falcon,,2009-08-20 00:00:00,US,,224523,,,,,2009,8341,,,,36,24955510,,,,,,,,,
13,Cesta na Měsíc 3D ,Fly Me to the Moon 3D,Intersonic,,2009-01-15 00:00:00,US,,219501,,,,,2009,4808,,,,28,20767785,,,,,,,,,
14,Twilight Saga: Nový měsíc,"Twilight Saga: New Moon, The",SPI,,2009-11-26 00:00:00,US,,205629,,,,,2009,3633,,,,33,14230693,,,,,,,,,
15,Madagascar 2 ,Madagascar: Escape 2 Africa ,Bontonfilm,,2008-11-13 00:00:00,US,,196350,,,,,2009,4515,,,,41,13674659,,,,,,,,,
16,G-Force 3D,G-Force 3D,Falcon,,2009-09-17 00:00:00,US,,189343,,,,,2009,7215,,,,35,20810907,,,,,,,,,
17,Milionář z chatrče - Slumdog Millionaire,Slumdog Millionaire,Bontonfilm,,2009-02-26 00:00:00,BR,,177237,,,,,2009,4923,,,,19,17559352,,,,,,,,,
18,Transformers: Pomsta poražených,Transformers 2,Bontonfilm,,2009-06-25 00:00:00,US,,167721,,,,,2009,4397,,,,38,17524353,,,,,,,,,
19,Noc v muzeu 2,Night at the Museum 2: Escape from the Smithsonian,Bontonfilm,,2009-05-21 00:00:00,US,,157198,,,,,2009,5507,,,,30,14609506,,,,,,,,,
20,Hannah Montana,Hannah Montana: The  Movie,Falcon,,2009-06-11 00:00:00,US,,153448,,,,,2009,5349,,,,36,13173934,,,,,,,,,
21,Podivuhodný případ Benjamina Buttona,"Curious Case of Benjamin Button, The",Warner Bros,,2009-01-29 00:00:00,US,,148393,,,,,2009,3909,,,,41,16572958,,,,,,,,,
22,Monstra versus vetřelci 3D,Monsters vs. Aliens 3D,Bontonfilm,,2009-03-26 00:00:00,US,,147436,,,,,2009,7556,,,,24,17786347,,,,,,,,,
23,Bolt - pes pro každý případ 3D,Bolt 3D,Falcon,,2009-02-19 00:00:00,US,,136136,,,,,2009,4799,,,,28,12766055,,,,,,,,,
24,Terminator Salvation,Terminator Salvation,Falcon,,2009-06-04 00:00:00,US,,128111,,,,,2009,5010,,,,50,14520004,,,,,,,,,
25,Vánoční koleda 3D,"Christmas Carol, A 3D",Falcon,,2009-11-19 00:00:00,US,,105677,,,,,2009,4075,,,,30,10697167,,,,,,,,,
26,Rychlí a zběsilí,Fast & Furious,Bontonfilm,,2009-04-02 00:00:00,US,,104616,,,,,2009,4915,,,,28,11588048,,,,,,,,,
27,"Zataženo, občas trakaře 3D",Cloudy with a Chance of Meatballs 3D,Falcon,,2009-10-22 00:00:00,US,,101312,,,,,2009,5298,,,,30,11974312,,,,,,,,,
28,Austrálie,Australia,Bontonfilm,,2008-12-25 00:00:00,AUS,,98639,,,,,2009,3017,,,,31,9697996,,,,,,,,,
29,Jánošík,Jánošík,Bioscop/Magic Box,,2009-09-10 00:00:00,CZ,,95191,,,,,2009,3611,,,,39,8643006,,,,,,,,,
30,Coco Chanel,Coco avant Chanel,SPI,,2009-06-25 00:00:00,FR,,89313,,,,,2009,2656,,,,16,9539817,,,,,,,,,
31,Ať žijí rytíři,Ať žijí rytíři,Bontonfilm,,2009-10-08 00:00:00,CZ,,89006,,,,,2009,3290,,,,26,7506505,,,,,,,,,
32,Protektor,Protektor,Falcon,,2009-09-24 00:00:00,CZ,,88097,,,,,2009,3189,,,,24,7727617,,,,,,,,,
33,Nezvratný osud 4 3D,Final Destination 4 3D,Warner Bros,,2009-10-15 00:00:00,US,,86303,,,,,2009,2145,,,,3D,12907291,,,,,,,,,
34,Star Trek,Star Trek,Bontonfilm,,2009-05-07 00:00:00,US,,85293,,,,,2009,3213,,,,24,9286994,,,,,,,,,
35,"Veni, vidi, vici","Veni, vidi, vici",SPI,,2009-08-06 00:00:00,CZ,,84934,,,,,2009,3821,,,,31,9083738,,,,,,,,,
36,Po přečtení spalte,Burn After Reading,Palace Pictures,,2009-01-15 00:00:00,US,,84089,,,,,2009,3327,,,,25,9865263,,,,,,,,,
37,Ulovit miliardáře,Ulovit miliardáře,Bioscop/Magic Box,,2009-10-01 00:00:00,CZ,,81507,,,,,2009,3632,,,,33,8100638,,,,,,,,,
38,3 sezóny v pekle,3 sezóny v pekle,Falcon,,2009-11-26 00:00:00,CZ,,81031,,,,,2009,2562,,,,29,6813361,,,,,,,,,
39,"Chceš mě, chci tě","Ugly Truth, the",Falcon,,2009-10-15 00:00:00,US,,76953,,,,,2009,2845,,,,24,8279109,,,,,,,,,
40,District 9,District 9,Palace Pictures,,2009-09-17 00:00:00,US,,71161,,,,,2009,2585,,,,27,7293207,,,,,,,,,
41,Proroctví,Knowing,SPI,,2009-07-30 00:00:00,US,,70208,,,,,2009,2733,,,,24,8501558,,,,,,,,,
42,Návrh,"Proposal, the",Falcon,,2009-08-27 00:00:00,US,,69495,,,,,2009,2954,,,,24,7333330,,,,,,,,,
43,Valkýra,Valkyrie,Bontonfilm,,2009-02-12 00:00:00,US,,67731,,,,,2009,2740,,,,25,6906565,,,,,,,,,
44,Příběh o Zoufálkovi,"Tale of Despereaux, The",Bontonfilm,,2009-02-05 00:00:00,US,,67699,,,,,2009,3299,,,,31,5561097,,,,,,,,,
45,Muzikál ze střední 3: Maturitní ročník,High School Musical 3: Senior Year,Falcon,,2008-12-04 00:00:00,US,,67540,,,,,2009,2191,,,,44,4862869,,,,,,,,,
46,Lovecká sezóna 2,Open Season 2,Bontonfilm,,2008-12-18 00:00:00,US,,66907,,,,,2009,2647,,,,26,5056985,,,,,,,,,
47,Marley a já,Marley & Me,Bontonfilm,,2009-03-12 00:00:00,US,,66884,,,,,2009,3391,,,,24,6847050,,,,,,,,,
48,Hlídač č. 47,Hlídač č. 47,Falcon,,2008-11-27 00:00:00,CZ,,66392,,,,,2009,1808,,,,25,5053307,,,,,,,,,
49,Vévodkyně,"Duchess, The",Bioscop/Magic Box,,2009-02-26 00:00:00,BR,,66338,,,,,2009,2195,,,,16,6309981,,,,,,,,,
50,Veřejní nepřátelé,Public Enemies,Bontonfilm,,2009-07-09 00:00:00,US,,63663,,,,,2009,2633,,,,28,7357329,,,,,,,,,
,,,Bontonfilm,,2008-07-10 00:00:00,,9705,,,,,,2008,,,,,37,,1,Bathory,Bathory,CZ,911855,86752291,,,
,,,Bontonfilm,,2008-08-07 00:00:00,,11620,,,,,,2008,,,,,42,,2,Mamma Mia!,Mamma Mia!,US,715163,71105910,,,
,,,Bontonfilm,,2008-11-13 00:00:00,,6462,,,,,,2008,,,,,41,,3,Madagascar 2 ,Madagascar: Escape 2 Africa ,US,588694,55010478,,,
,,,Falcon,,2008-10-09 00:00:00,,8132,,,,,,2008,,,,,46,,4,Nestyda,Nestyda,CZ,474624,50454312,,,
,,,Bioscop/Magic Box,,2008-03-27 00:00:00,,7799,,,,,,2008,,,,,31,,5,Bobule,Bobule,CZ,350627,34314706,,,
,,,SPI,,2008-01-31 00:00:00,,5726,,,,,,2008,,,,,30,,6,Asterix a Olympijské hry,Astérix aux jeux olympiques,FR,314348,32197516,,,
,,,Falcon,,2008-02-21 00:00:00,,6522,,,,,,2008,,,,,36,,7,Nejkrásnější hádanka,Nejkrásnější hádanka,CZ,300478,22338380,,,
,,,Bontonfilm,,2008-05-22 00:00:00,,7135,,,,,,2008,,,,,38,,8,Indiana Jones a království křišťálové lebky,Indiana Jones and the Kingdom of the Crystal Skull,US,274216,28793541,,,
,,,Bontonfilm,,2008-07-03 00:00:00,,7605,,,,,,2008,,,,,34,,9,Kung Fu Panda,Kung Fu Panda,US,273888,24496571,,,
,,,Falcon,,2008-12-18 00:00:00,,2265,,,,,,2008,,,,,44,,10,Sněženky a machři po 25 letech,Sněženky a machři po 25 letech,CZ,264087,29504009,,,
,,,Bontonfilm,,2008-10-16 00:00:00,,5519,,,,,,2008,,,,,30,,11,Kozí příběh - Pověsti staré Prahy,Kozí příběh - Pověsti staré Prahy,CZ,258883,25164582,,,
,,,Falcon,,2008-06-19 00:00:00,,6082,,,,,,2008,,,,,41,,12,Letopisy Narnie: Princ Kaspian,"Chronicles of Narnia: Prince Caspian, The",US,237628,21531736,,,
,,,Falcon,,2008-08-14 00:00:00,,7680,,,,,,2008,,,,,41,,13,Vall-I,Wall-E,US,234398,22376153,,,
,,,Falcon,,2008-11-06 00:00:00,,5498,,,,,,2008,,,,,48,,14,Quantum of Solace,Quantum of Solace,US,220381,25529615,,,
,,,Pragofilm/SPI,,2007-12-06 00:00:00,,3913,,,,,,2008,,,,,32,,15,Václav,Václav,CZ,207591,17889965,,,
,,,Bontonfilm,,2008-08-21 00:00:00,,5169,,,,,,2008,,,,,33,,16,Máj,Máj,CZ,206921,16206441,,,
,,,Falcon,,2008-05-15 00:00:00,,7360,,,,,,2008,,,,,41,,17,U mě dobrý,U mě dobrý,CZ,204840,20346830,,,
,,,Falcon,,2008-04-17 00:00:00,,7010,,,,,,2008,,,,,42,,18,Taková normální rodinka,Taková normální rodinka,CZ,203886,20512320,,,
,,,Bontonfilm,,2008-07-31 00:00:00,,5487,,,,,,2008,,,,,34,,19,Mumie: Hrob Dračího císaře,Mummy: Tomb of the Dragon Emperor ,US,200578,20222572,,,
,,,Bontonfilm,,2008-03-20 00:00:00,,5224,,,,,,2008,,,,,29,,20,Venkovský učitel,Venkovský učitel,CZ,192936,19191630,,,
,,,Warner Bros,,2008-08-07 00:00:00,,4302,,,,,,2008,,,,,42,,21,Temný rytíř,"Dark Knight, The",US,184465,19459984,,,
,,,Falcon,,2008-01-24 00:00:00,,5091,,,,,,2008,,,,,37,,22,Na vlastní nebezpečí,Na vlastní nebezpečí,CZ,163409,17342042,,,
,,,Aerofilms,,2008-01-31 00:00:00,,2701,,,,,,2008,,,,,17,,23,Občan Havel,Občan Havel,CZ,159392,14382108,,,
,,,Falcon,,2008-07-03 00:00:00,,5961,,,,,,2008,,,,,40,,24,Hancock,Hancock,US,149472,15862180,,,
,,,Bioscop/Magic Box,,2008-06-05 00:00:00,,5391,,,,,,2008,,,,,32,,25,František je děvkař,František je děvkař,CZ,146997,13901341,,,
,,,Warner Bros,,2008-06-05 00:00:00,,4658,,,,,,2008,,,,,35,,26,Sex ve městě,Sex and the City: The Movie,US,136174,14491139,,,
,,,Falcon,,2008-12-04 00:00:00,,3122,,,,,,2008,,,,,44,,27,Muzikál ze střední 3: Maturitní ročník,High School Musical 3: Senior Year,US,132256,10325670,,,
,,,Bioscop/Magic Box,,2008-09-11 00:00:00,,4773,,,,,,2008,,,,,41,,28,Tobruk,Tobruk,CZ,126350,11314223,,,
,,,SPI,,2008-02-28 00:00:00,,3485,,,,,,2008,,,,,26,,29,Let's Dance 2,Step Up 2,US,126284,13461588,,,
,,,Falcon,,2008-02-14 00:00:00,,3591,,,,,,2008,,,,,31,,30,Lovci pokladů: Kniha tajemství,National Treasure II: The Book of Secrets,US,99910,11357131,,,
,,,Falcon,,2008-01-10 00:00:00,,3813,,,,,,2008,,,,,37,,31,Svatba na bitevním poli,Svatba na bitevním poli,CZ,99800,9989033,,,
,,,Bioscop/Magic Box,,2008-03-06 00:00:00,,4014,,,,,,2008,,,,,31,,32,O rodičích a dětech,O rodičích a dětech,CZ,98614,9847453,,,
,,,Bontonfilm,,2008-11-20 00:00:00,,3725,,,,,,2008,,,,,38,,33,"Vy nám taky, šéfe!","Vy nám taky, šéfe!",CZ,97013,8946689,,,
,,,Bontonfilm,,2007-12-06 00:00:00,,2776,,,,,,2008,,,,,31,,34,Pan Včelka,Bee Movie,US,94130,6607808,,,
,,,Bontonfilm,,2008-04-10 00:00:00,,4139,,,,,,2008,,,,,28,,35,Horton,Horton Hears a Who! ,US,92639,7729836,,,
,,,Warner Bros,,2008-01-10 00:00:00,,3149,,,,,,2008,,,,,28,,36,"Já, legenda",I Am Legend,US,92386,10435342,,,
,,,Hollywood,,2008-02-07 00:00:00,,3472,,,,,,2008,,,,,36,,37,O život,O život,CZ,87591,9149255,,,
,,,Bontonfilm,,2008-06-26 00:00:00,,3158,,,,,,2008,,,,,22,,38,Wanted,Wanted,US,86833,9238493,,,
