poř,min_poř,film,distributor,prod,formát,poč_týd,poč_kin,víkend_tržby,víkend_diváci,změna_v_%,poč_kin,min_týden_tržby,min_týden_diváci,celkem_tržby,celkem_diváci,rok,tyden
15,18,Velryba,AEROFILMS s.r.o.,USA,"2D, MP4",6,22,299459.47,1721,-0.0978,36,470935.73,2801,5088536.1,30331,2023,13
16,13,Creed III,Vertical Entertainment s.r.o.,USA,"2D, DB2",5,20,289876.85,1469,-0.4557,38,640358.34,3299,8709538.09,46241,2023,13
17,12,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D",7,24,270432.2,1498,-0.4996,37,611374.6,3244,30296414.45,160067,2023,13
18,15,Děti Nagana,BONTONFILM a.s.,CZE,"2D, MP4",6,34,250242.56,1516,-0.4377,69,548339.84,3854,11783085.5,71807,2023,13
19,8,Demon Slayer: Kimetsu No Yaiba,FALCON a.s.,JPN,2D,2,21,197129,1116,-0.775,45,1114234.54,6133,1311363.54,7249,2023,13
20,,Sestry v sedle,Bohemia Motion Pictures a.s.,FRA,"2D, MP4",1,54,183298.09,1059,,,,,268838.09,1784,2023,13
1,,John Wick: Kapitola 4,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",1,131,8934951.12,46049,,18,452923.75,2062,9387874.87,48111,2023,12
2,32,BUĎ CHLAP!,"AQS, a.s. (divize BIOSCOP)",CZE,2D,1,222,7365099.7,43430,150.5452,23,708201,3403,8275503.61,48040,2023,12
3,,Dungeons & Dragons: Čest zlodějů,"Cinemart, a.s.",USA,"2D, IM2, 4D2, DB2",-1,38,1617926.03,8075,,1,0,0,1617926.03,8469,2023,12
4,3,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,"DVD, 2D, DB2",14,91,1604918.09,9694,-0.1407,98,2027762.61,12142,77623642.72,461567,2023,12
5,1,Bastardi: Reparát,"AQS, a.s. (divize BIOSCOP)",CZE,2D,2,32,1393931.95,7241,-0.5394,110,3780434.81,22255,5229366.76,30495,2023,12
6,2,Shazam! Hněv bohů,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",2,90,1161835.5,6478,-0.6027,185,3336255.63,18449,4691901.39,25854,2023,12
7,5,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, 4D3",15,34,909166.4,4280,-0.3763,52,1651692.67,7789,294688480.296,1443268,2023,12
8,,Demon Slayer: Kimetsu No Yaiba,FALCON a.s.,JPN,2D,1,43,876032.48,4820,,1,0,0,876032.48,4820,2023,12
9,4,Vřískot 6,Forum Film Czech s.r.o.,USA,2D,3,39,875698.04,4519,-0.4442,61,1856325.99,9732,6678613.7,36150,2023,12
10,6,Ostrov,"Cinemart, a.s.",CZE,2D,8,54,734061.58,4300,-0.4688,95,1732353.39,9730,48610876.59,274277,2023,12
11,9,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D",6,36,540339.74,2859,-0.4373,51,1106116.91,5823,29954947.39,158184,2023,12
12,7,Creed III,Vertical Entertainment s.r.o.,USA,2D,4,36,532477.62,2740,-0.5208,53,1296204.05,6775,8311780.52,44213,2023,12
13,11,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,"2D, MP4",8,58,468551.1,2940,-0.1613,60,608224.81,3521,18377520.5,107400,2023,12
14,10,Děti Nagana,BONTONFILM a.s.,CZE,"2D, MP4",5,60,444968.84,2918,-0.3123,85,740222.26,4371,11429471.94,69355,2023,12
15,15,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",10,56,366043.06,2478,-0.1753,64,473801.08,3697,12833012.93,84836,2023,12
16,14,Mumie,Vertical Entertainment s.r.o.,USA,2D,8,43,358157.51,2264,-0.26,63,536099.46,3412,9652967.54,59527,2023,12
17,12,Velryba,AEROFILMS s.r.o.,USA,"2D, MP4",5,22,331908.44,1892,-0.4052,40,762208.4,4506,4650049.34,27701,2023,12
18,8,65,FALCON a.s.,USA,"2D, DB2",2,73,286118.46,1580,-0.7296,161,1294465.07,7128,1580583.53,8708,2023,12
19,20,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,11,34,275926.46,1884,0.3129,33,235631.05,1570,10909076.82,71010,2023,12
20,142,Kuciak: Vražda novináře,BONTONFILM a.s.,DNK,"2D, MP4",1,66,271215.13,1633,,1,0,60,271215.13,1693,2023,12
1,32,Bastardi: Reparát,"AQS, a.s. (divize BIOSCOP)",CZE,2D,1,91,3026231.67,17585,62.1122,6,55000,999,3081231.67,18584,2023,11
2,,Shazam! Hněv bohů,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",1,178,2924273.91,16204,,31,193810.26,927,3118084.17,17131,2023,11
3,1,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,"2D, DB2",13,94,1867624.11,11171,-0.4154,101,3986441.22,23608,75858586.13,450902,2023,11
4,2,Vřískot 6,Forum Film Czech s.r.o.,USA,"2D, DB2",2,55,1575293.53,8230,-0.4801,166,3892911.67,21489,5521883.2,30129,2023,11
5,4,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, IM3",14,49,1457605.51,6883,-0.479,94,3552210.58,17372,293585226.736,1438082,2023,11
6,3,Ostrov,"Cinemart, a.s.",CZE,2D,7,76,1381782.68,7344,-0.5231,147,3640711.49,20795,47526244.3,267591,2023,11
7,6,Creed III,Vertical Entertainment s.r.o.,USA,"2D, DB2",3,44,1111126.77,5773,-0.4806,96,2777201.3,14672,7594225.62,40471,2023,11
8,,65,FALCON a.s.,USA,"2D, DB2",1,148,1057897.6,5830,,,,,1057897.6,5830,2023,11
9,5,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D, DB2",5,45,960211.07,5042,-0.5981,90,2986915.71,15571,29268701.81,154544,2023,11
10,7,Děti Nagana,BONTONFILM a.s.,CZE,"2D, MP4",4,73,646974.26,3749,-0.6189,141,2065509.44,12075,10891255.1,65815,2023,11
11,8,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,"2D, MP4",7,58,558661.81,3233,-0.5467,80,1533556.41,8887,17859406.4,104172,2023,11
12,14,Velryba,AEROFILMS s.r.o.,USA,"2D, MP4",4,28,557991.22,3204,0.048,67,898192.23,5256,4113923.72,24507,2023,11
13,,Služka,"Cinemart, a.s.",SVK,2D,1,100,503135.52,3135,,1,0,453,503135.52,3588,2023,11
14,9,Mumie,Vertical Entertainment s.r.o.,USA,2D,7,60,483984.46,2970,-0.4839,72,1067413.24,6478,9242695.03,56821,2023,11
15,10,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",9,59,443834.08,3340,-0.4916,71,998066.13,6721,12437002.87,82001,2023,11
16,31,Velké nic,AEROFILMS s.r.o.,CZE,2D,1,44,353430.5,2127,5.8401,8,165788,1193,617151.5,4577,2023,11
17,36,"Všechno, všude, najednou",BONTONFILM a.s.,USA,2D,35,13,271120.56,1657,6.2517,17,154793,1159,2275702.22,15352,2023,11
18,12,Bella a Sebastián: Nová generace,Forum Film Czech s.r.o.,FRA,2D,3,65,265810.32,1685,-0.6025,106,786840.75,4813,2238805.32,14076,2023,11
19,17,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,10,29,210158.05,1289,-0.4599,49,485782.46,3452,10607677.36,68845,2023,11
20,16,Muž jménem Otto,FALCON a.s.,USA,2D,7,14,173719.9,970,-0.6014,52,613703.27,3609,8035068.22,44964,2023,11
1,2,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,2D,12,94,3194493.87,18790,0.062,97,3838132.36,22636,73199014.67,434913,2023,10
2,,Vřískot 6,Forum Film Czech s.r.o.,USA,"2D, 4D2, DB2",1,152,3017995.27,16617,,14,53678,410,3071673.27,17027,2023,10
3,1,Ostrov,"Cinemart, a.s.",CZE,2D,6,132,2896943.81,16209,-0.0471,147,3987622.05,22027,45400693.94,255661,2023,10
4,5,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF2, HF3, IM3, 4D3, DB2",13,83,2797466.44,13681,0.1364,82,3113547.87,15189,291372877.086,1427508,2023,10
5,3,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",4,83,2388734.88,12416,-0.1815,109,3650890.73,19270,27710309.91,146347,2023,10
6,4,Creed III,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",2,80,2139152.43,11244,-0.2404,137,3705897.55,20026,5845049.98,31270,2023,10
7,6,Děti Nagana,BONTONFILM a.s.,CZE,"2D, MP4",3,126,1697396.31,9914,-0.2138,134,2625191.65,15256,9876167.71,59905,2023,10
8,8,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,"2D, MP4",6,74,1232242.51,7155,0.2156,74,1279826.87,7531,16999430.69,99207,2023,10
9,11,Mumie,Vertical Entertainment s.r.o.,USA,2D,6,70,937605.21,5741,0.4389,65,818172.55,4964,8628902.54,53114,2023,10
10,12,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",8,66,872873.13,5862,0.4478,63,720138.66,4945,11867975.79,77802,2023,10
11,7,Zatmění,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",2,105,858034.65,4618,-0.4011,188,1810562.79,10034,2668597.44,14652,2023,10
12,9,Bella a Sebastián: Nová generace,Forum Film Czech s.r.o.,FRA,2D,2,99,664518.75,4109,-0.307,161,1156404.79,7427,1850673,11687,2023,10
13,10,Velryba,AEROFILMS s.r.o.,USA,"2D, MP4",3,53,532403.26,3050,-0.2085,64,923730.38,5279,3190143.53,19097,2023,10
14,15,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",8,54,467167,3179,0.1039,75,670174.56,5137,27950228.01,171835,2023,10
15,16,Muž jménem Otto,FALCON a.s.,USA,2D,6,42,435760.31,2465,0.0603,51,589091.79,3412,7683405.36,42850,2023,10
16,17,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,9,40,389093.54,2770,0.3231,41,382734.46,2990,10300830.39,66874,2023,10
17,19,Bez kalhot: Poslední tanec,Vertical Entertainment s.r.o.,USA,2D,5,22,259867.52,1329,-0.0491,28,384864.99,2419,5654153.54,30445,2023,10
18,14,Medvěd na koksu,"Cinemart, a.s.",USA,2D,3,35,258580.84,1298,-0.4234,64,574450.71,3013,2481948.53,13460,2023,10
19,21,Tár,"Cinemart, a.s.",USA,2D,3,25,225309,1380,0.113,43,298890.73,1863,1270780.94,8264,2023,10
20,18,Nezvěstná,FALCON a.s.,USA,2D,3,25,199512.38,989,-0.2704,32,360227.71,1810,1411647.55,7278,2023,10
1,3,Ostrov,"Cinemart, a.s.",CZE,2D,5,120,3040012.92,16142,-0.2495,110,5020326.9,27149,41501525.94,233177,2023,9
2,4,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,2D,11,86,3007930.72,17425,-0.2142,97,4597823.93,27677,69177184.91,410015,2023,9
3,1,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D, 4D3, DB2",3,94,2918398.88,15354,-0.4652,152,6449210.5,33835,24377236.18,129767,2023,9
4,,Creed III,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",1,120,2815828.13,15213,,,,,2815828.13,15213,2023,9
5,5,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, 4D3",12,70,2461512.09,11873,-0.3445,78,4576744.66,21905,287775907.366,1410668,2023,9
6,2,Děti Nagana,BONTONFILM a.s.,CZE,"2D, MP4",2,122,2158719.71,12582,-0.4874,192,4940301.97,29601,7667189.46,47049,2023,9
7,,Zatmění,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",1,173,1432524.79,7947,,,,,1432524.79,7947,2023,9
8,6,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,"2D, MP4",5,65,1013640.27,5710,-0.3538,100,1823922.96,10712,15443629.6,89790,2023,9
9,33,Bella a Sebastián: Nová generace,Forum Film Czech s.r.o.,FRA,2D,1,155,954650.95,6217,31.0896,14,29749.46,151,984400.41,6368,2023,9
10,10,Velryba,AEROFILMS s.r.o.,USA,"2D, MP4",2,52,672592.98,3776,-0.2036,96,1233168.89,7362,2382632.87,14316,2023,9
11,8,Mumie,Vertical Entertainment s.r.o.,USA,2D,5,61,651602.55,3891,-0.2753,92,1044183.4,6393,7514848.25,46226,2023,9
12,9,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",7,55,602882.66,3901,-0.3254,68,1038957.86,6767,10856333.47,70685,2023,9
13,7,Medvěd na koksu,"Cinemart, a.s.",USA,2D,2,53,448427.07,2342,-0.6501,166,1648916.98,9099,2097344.05,11491,2023,9
14,11,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",7,50,423168,2722,-0.4418,83,974719.73,7514,27134019.85,164838,2023,9
15,13,Muž jménem Otto,FALCON a.s.,USA,2D,5,41,410959.74,2329,-0.3985,58,894210.27,5006,7058102.5,39230,2023,9
16,18,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,8,33,294056.46,1970,-0.3363,53,482189.19,3467,9807533.85,62968,2023,9
17,14,Nezvěstná,FALCON a.s.,USA,2D,2,29,273431.2,1372,-0.5874,88,854306.96,4494,1127738.16,5866,2023,9
18,16,Bez kalhot: Poslední tanec,Vertical Entertainment s.r.o.,USA,2D,4,20,273264.15,1361,-0.4033,35,624116.09,3146,5277903.73,28025,2023,9
19,17,Titanic: 25. výročí,FALCON a.s.,USA,"3D, HF3",4,22,248091.46,1231,-0.4548,30,586505,2931,5755082.75,28817,2023,9
20,19,Tár,"Cinemart, a.s.",USA,2D,2,29,202433.73,1237,-0.521,90,626094.21,3914,949314.94,6260,2023,9
1,1,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",2,139,5456335.88,28475,-0.5311,212,13737584.9,73943,20465962.68,109053,2023,8
2,46,Děti Nagana,BONTONFILM a.s.,CZE,"2D, MP4",1,183,4210528.78,25269,288.3834,83,496443.78,4355,4778696.56,30135,2023,8
3,2,Ostrov,"Cinemart, a.s.",CZE,2D,4,91,4050522.96,21544,-0.4003,149,8235706.19,45427,37491709.08,211430,2023,8
4,3,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,2D,10,88,3827449.93,22922,-0.1923,102,5635795.46,33126,65398880.19,387835,2023,8
5,4,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, IM3, 4D3",11,63,3755071.4,17918,-0.1922,94,5764850.69,28273,284492722.016,1394808,2023,8
6,5,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,"2D, MP4",4,91,1568432.5,9124,-0.3209,115,2714810.74,15460,14174498.87,82492,2023,8
7,,Medvěd na koksu,"Cinemart, a.s.",USA,2D,1,150,1281516.94,7057,,1,0,50,1281516.94,7107,2023,8
8,7,Mumie,Vertical Entertainment s.r.o.,USA,2D,4,82,899084.02,5452,-0.3521,106,1533007.22,9595,6718146.32,41394,2023,8
9,9,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",6,62,893634.86,5801,-0.1866,86,1282194.4,8451,10108127.81,65818,2023,8
10,17,Velryba,AEROFILMS s.r.o.,USA,"2D, MP4",1,64,844540.66,4917,3.0618,11,334744,2269,1321411.66,8095,2023,8
11,6,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",6,61,757984.44,5395,-0.4971,123,1984927.18,13398,26494116.56,159997,2023,8
12,8,Muž jménem Otto,FALCON a.s.,USA,2D,4,40,683120.78,3703,-0.3879,77,1480982.57,8148,6436053.27,35598,2023,8
13,,Nezvěstná,FALCON a.s.,USA,2D,1,76,662661.08,3451,,,,,662661.08,3451,2023,8
14,,Láska podle plánu,BONTONFILM a.s.,GBR,2D,1,94,520395.08,2813,,1,0,305,663617.08,3980,2023,8
15,10,Bez kalhot: Poslední tanec,Vertical Entertainment s.r.o.,USA,2D,3,26,457901.14,2270,-0.5831,79,1500559.74,7924,4838424.63,25788,2023,8
16,11,Titanic: 25. výročí,FALCON a.s.,USA,"3D, HF3",3,28,455014,2275,-0.484,50,1114004,5712,5375500.29,26930,2023,8
17,12,Úžasný Mauric,BONTONFILM a.s.,GBR,"2D, DB2",7,48,443029.19,3049,-0.213,62,679293.87,4810,9474317.39,60580,2023,8
18,42,Tár,"Cinemart, a.s.",USA,2D,1,61,422533.92,2593,19.6244,4,79403,480,543320.92,3702,2023,8
19,13,Babylon,"Cinemart, a.s.",USA,2D,6,14,208534.07,1110,-0.4044,26,476379.35,2765,6416943.08,35098,2023,8
20,16,Víly z Inisherinu,FALCON a.s.,IRL,2D,5,15,194893,1277,-0.2591,33,402254,2651,2981193.66,18768,2023,8
1,,Ant-Man a Wasp: Quantumania,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",1,208,11634916.25,62678,,54,1272041.9,6635,12906958.15,69313,2023,7
2,1,Ostrov,"Cinemart, a.s.",CZE,2D,3,134,6753159.8,36879,-0.1612,167,11108613.12,62080,31958639.73,181338,2023,7
3,3,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,"2D, DB2",9,95,4738646.91,27659,0.0605,102,5863905.76,34128,60674281.71,359446,2023,7
4,2,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3",10,75,4648500.38,22527,-0.2484,112,8053090.57,38574,279621300.306,1371144,2023,7
5,4,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,2D,3,100,2309540.2,13066,-0.2591,153,3926633.44,22410,12200795.83,70974,2023,7
6,6,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",5,92,1507156.12,9210,-0.2075,137,2759064.97,16516,25258361.06,150414,2023,7
7,8,Mumie,Vertical Entertainment s.r.o.,USA,2D,3,104,1387519.07,8744,-0.0205,118,1677541.1,10349,5673574.15,35091,2023,7
8,9,Muž jménem Otto,FALCON a.s.,USA,2D,3,63,1115965.6,6031,-0.1405,119,1805099.93,10157,5387915.52,29778,2023,7
9,10,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",5,79,1098539.4,7190,0.1643,77,1147287.5,7539,9030837.95,58756,2023,7
10,7,Bez kalhot: Poslední tanec,Vertical Entertainment s.r.o.,USA,2D,2,66,1098281.58,5753,-0.2749,154,2444606.75,13609,3978245.33,21347,2023,7
11,5,Titanic: 25. výročí,FALCON a.s.,USA,"3D, HF3",2,44,881669,4505,-0.5837,123,3806482.29,18943,4688151.29,23448,2023,7
12,11,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,6,58,562912.96,3839,-0.0538,71,704327.91,4573,8914907.29,56560,2023,7
13,13,Babylon,"Cinemart, a.s.",USA,2D,5,19,350118.89,2057,-0.1561,42,573701.98,3082,6082148.55,33280,2023,7
14,12,Uteč!,Vertigo International s.r.o.,NOR,2D,2,17,293254.12,1475,-0.3941,41,734976.3,3905,1028230.42,5380,2023,7
15,,"Julie, co by bylo kdyby...",Bohemia Motion Pictures a.s.,FRA,2D,1,58,266885.52,1567,,10,29839,215,408128.52,2720,2023,7
16,14,Víly z Inisherinu,FALCON a.s.,IRL,2D,4,25,263041,1719,-0.3052,44,544670.03,3515,2647087.66,16559,2023,7
17,20,Velryba,AEROFILMS s.r.o.,USA,2D,-1,7,207919,1309,0.9887,5,142127,909,350046,2218,2023,7
18,15,Někdo klepe na dveře,"Cinemart, a.s.",USA,2D,3,22,163734.67,816,-0.483,76,465261.6,2459,1659330.51,8849,2023,7
19,29,Je mi ze sebe špatně,FILM EUROPE s.r.o.,NOR,"2D, MP4",1,18,123224.84,771,4.2563,7,54395,364,423182.84,2762,2023,7
20,18,M3GAN,"Cinemart, a.s.",USA,2D,6,12,107531.46,538,-0.318,20,205340.9,1070,7843068.17,42235,2023,7
1,1,Ostrov,"Cinemart, a.s.",CZE,2D,2,146,8050056.4,44606,-0.2449,225,13173615.31,76591,22146923.21,126985,2023,6
2,2,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, IM3, 4D3",9,107,6184220.3,29554,-0.3884,128,12231310.07,58527,273103929.656,1339597,2023,6
3,3,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,"2D, DB2",8,97,4468028.76,25936,-0.2916,109,7246997.94,43409,54539757.8,323595,2023,6
4,4,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,2D,2,142,3117059.97,17842,-0.3961,194,5964622.19,34975,9081682.16,53340,2023,6
5,,Titanic: 25. výročí,FALCON a.s.,USA,"3D, HF3, IM3, 4D3",1,106,2117751.64,10561,,,,,2117751.64,10561,2023,6
6,5,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",4,105,1901751.77,11110,-0.2389,102,3240823.77,18225,22893891.74,135798,2023,6
7,,Bez kalhot: Poslední tanec,Vertical Entertainment s.r.o.,USA,2D,1,143,1514617.51,8500,,15,435357,1985,1949974.51,10485,2023,6
8,6,Mumie,Vertical Entertainment s.r.o.,USA,2D,2,116,1416420.26,8800,-0.366,130,2489403.47,15318,4024934.24,24798,2023,6
9,7,Muž jménem Otto,FALCON a.s.,USA,2D,2,101,1298269.67,7210,-0.3067,154,2466849.99,13590,3765119.66,20800,2023,6
10,9,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",4,71,943457.5,5997,-0.2996,67,1470500.05,8746,7728468.55,50024,2023,6
11,10,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,5,67,594904.12,3882,-0.3585,74,1058505.25,6564,8242570.54,52030,2023,6
12,,Uteč!,Vertigo International s.r.o.,NOR,2D,1,38,483922.11,2547,,,,,483922.11,2547,2023,6
13,12,Babylon,"Cinemart, a.s.",USA,"2D, DB2",4,30,414846.87,2147,-0.4567,50,998150.33,5183,5573174.55,30288,2023,6
14,14,Víly z Inisherinu,FALCON a.s.,IRL,2D,3,33,378555.75,2421,-0.1777,46,664650.96,4090,2217932.38,13746,2023,6
15,11,Někdo klepe na dveře,"Cinemart, a.s.",USA,2D,2,61,316645.6,1663,-0.605,113,1021165.24,5469,1346979.84,7237,2023,6
16,52,Korzet,AEROFILMS s.r.o.,AUT,"2D, MP4",1,44,238063,1460,11.3991,4,28486,343,417636,2866,2023,6
17,13,M3GAN,"Cinemart, a.s.",USA,2D,5,16,157651.06,802,-0.6828,35,610145.69,3148,7687846.87,41429,2023,6
18,16,Osm hor,AEROFILMS s.r.o.,ITA,"2D, MP4",6,21,124175,957,-0.0109,34,249960,1834,2078026.04,14366,2023,6
19,,Velryba,AEROFILMS s.r.o.,USA,2D,-2,4,104549,661,,,,,104549,661,2023,6
20,22,Největší dar,BONTONFILM a.s.,CZE,"2D, MP4",11,17,73758,939,-0.1696,16,106062,1452,9283597.71,77040,2023,6
1,20,Ostrov,"Cinemart, a.s.",CZE,2D,1,217,10660692.57,61889,103.0473,27,195682.5,2330,11582511.07,67670,2023,5
2,1,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, IM3, 4D3, DB2",8,117,10095871.77,48492,-0.0855,147,13581607.5,66670,263857778.046,1299221,2023,5
3,3,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,2D,7,104,6306703.1,37923,0.1432,133,7062287.31,45145,49090357.37,291883,2023,5
4,145,Asterix a Obelix: Říše středu,"AQS, a.s. (divize BIOSCOP)",FRA,2D,1,184,5161266.96,30387,,3,0,523,5161266.96,30910,2023,5
5,2,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,2D,3,75,2498364.72,13609,-0.5824,181,7467131.52,43337,20225580.92,119898,2023,5
6,18,Mumie,Vertical Entertainment s.r.o.,USA,2D,1,128,2233919.09,13842,17.755,17,119110,680,2353029.09,14522,2023,5
7,,Muž jménem Otto,FALCON a.s.,USA,2D,1,130,1872381.52,10178,,,,,1872381.52,10178,2023,5
8,4,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",3,62,1346894.05,7957,-0.3058,135,2195148.23,14338,6629984.75,42960,2023,5
9,5,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,4,67,927353.79,5696,-0.2625,97,1589538.88,10241,7515535.01,47275,2023,5
10,,Někdo klepe na dveře,"Cinemart, a.s.",USA,2D,1,95,801467.44,4267,,6,9169,105,810636.44,4372,2023,5
11,6,Babylon,"Cinemart, a.s.",USA,"2D, DB2",3,38,763535.32,3940,-0.3547,144,1600486.9,8512,4903346.67,26799,2023,5
12,7,M3GAN,"Cinemart, a.s.",USA,2D,4,31,496867.49,2555,-0.5136,69,1244135.64,6656,7414627.3,40024,2023,5
13,8,Víly z Inisherinu,FALCON a.s.,IRL,2D,2,34,460361.31,2808,-0.4222,103,1174249.67,7232,1634610.98,10040,2023,5
14,12,Operace Fortune: Ruse de guerre,Vertical Entertainment s.r.o.,USA,2D,5,13,134172.22,656,-0.4428,42,324646.26,1670,4594297.23,23686,2023,5
15,17,Osm hor,AEROFILMS s.r.o.,ITA,"2D, MP4",5,16,125531,922,0.052,33,237181,1786,1823550.04,12474,2023,5
16,23,Trojúhelník smutku,AEROFILMS s.r.o.,SWE,"2D, MP4",18,12,123369,818,0.4911,16,124193,856,13043176.38,81633,2023,5
17,15,Mikulášovy patálie: Jak to celé začalo,AEROFILMS s.r.o.,FRA,"2D, MP4",9,21,120131,1239,-0.2001,44,400044,4304,2703564.68,24504,2023,5
18,24,Il Boemo,Pilot Film s.r.o.,CZE,"2D, MP4",16,13,107080,963,0.385,20,122413,1235,11969747.44,85833,2023,5
19,22,Divnosvět,FALCON a.s.,USA,"2D, 4D3",11,7,105137.5,572,0.1948,17,175378,1540,9564469.6,59763,2023,5
20,21,Největší dar,BONTONFILM a.s.,CZE,2D,10,11,88822,1191,-0.007,42,326667,3934,9198639.71,75865,2023,5
1,1,Avatar: The Way of Water,FALCON a.s.,USA,"2D, 3D, HF3, IM3, 4D3, DB2, DB2",7,130,11039383.94,53263,-0.2353,128,17181599.68,81714,251219682.716,1237322,2023,4
2,2,Přání k narozeninám,"AQS, a.s. (divize BIOSCOP)",CZE,2D,2,162,5982267.32,34349,-0.249,226,9879524.08,59804,16242352,97301,2023,4
3,3,Kocour v botách: Poslední přání,"Cinemart, a.s.",USA,"2D, DB2",6,122,5516315.83,32890,0.0337,87,6179872.63,35029,41237682.79,241705,2023,4
4,4,Zoubková víla,Bohemia Motion Pictures a.s.,DEU,"2D, MP4",2,132,1940043.23,12487,-0.2963,177,2950304.47,19786,5027985.7,33152,2023,4
5,7,Úžasný Mauric,BONTONFILM a.s.,GBR,2D,3,95,1257377.88,7706,-0.0962,103,1488075.7,8953,6256020.22,39044,2023,4
6,5,Babylon,"Cinemart, a.s.",USA,"2D, IM2, DB2",2,129,1183128.44,6254,-0.3854,172,2472394.99,13276,3722452.89,20601,2023,4
7,6,M3GAN,"Cinemart, a.s.",USA,2D,3,61,1021444.24,5410,-0.36,69,1958056.26,10216,6695068.41,36223,2023,4
8,,Víly z Inisherinu,FALCON a.s.,IRL,2D,1,82,796717.25,4808,,,,,796717.25,4808,2023,4
9,,V zajetí mysli,Vertigo International s.r.o.,USA,2D,1,45,493611.48,2615,,,,,493611.48,2615,2023,4
10,8,Operace Fortune: Ruse de guerre,Vertical Entertainment s.r.o.,USA,2D,4,30,240776.96,1180,-0.5345,46,631700.6,3124,4376255.71,22540,2023,4
11,9,Whitney Houston: I Wanna Dance with Somebody,FALCON a.s.,USA,2D,6,31,202599.61,1221,-0.3999,43,478460,2703,6913435.25,39096,2023,4
